episode_id,environment_complexity,num_robots,num_tasks,task_dependency_level,obstacle_density,initial_position,target_position,path_length,collisions,energy_consumption,time_taken,task_completion_rate,reward_score,po_tsatd3_action,navigation_efficiency,scheduling_efficiency,overall_performance_score
938,high,3,18,independent,0.39,"(6, 32)","(70, 99)",77.87,1,146.02,316.78,92.63,81.29,increase_exploration,1.19,0.926,97.02
939,medium,5,5,interdependent,0.49,"(9, 7)","(52, 85)",139.84,0,263.04,139.0,74.25,71.47,increase_exploration,0.637,0.743,86.22
940,low,5,17,sequential,0.78,"(14, 36)","(79, 78)",50.43,0,73.72,331.89,65.57,58.93,adjust_learning_rate,1.535,0.656,104.24
941,low,5,20,interdependent,0.33,"(15, 46)","(64, 60)",179.65,5,226.02,309.24,95.88,64.7,adjust_learning_rate,0.284,0.959,55.4
942,low,4,8,sequential,0.27,"(16, 11)","(63, 76)",145.29,2,260.68,404.48,96.06,77.97,optimize_schedule,0.552,0.961,78.07
943,high,4,8,sequential,0.34,"(30, 27)","(67, 71)",132.28,1,208.33,383.22,68.62,55.96,optimize_schedule,0.435,0.686,74.91
944,medium,4,18,sequential,0.34,"(5, 34)","(91, 62)",110.95,4,246.46,382.55,78.64,50.99,optimize_schedule,0.815,0.786,68.91
945,low,3,9,sequential,0.78,"(47, 10)","(61, 82)",139.24,4,153.71,316.66,68.62,42.29,increase_exploration,0.527,0.686,60.29
946,medium,1,10,sequential,0.48,"(35, 10)","(79, 89)",154.14,5,93.52,427.56,60.38,26.83,adjust_learning_rate,0.587,0.604,54.24
947,high,4,8,interdependent,0.14,"(44, 9)","(97, 87)",87.46,2,95.43,318.5,62.71,46.34,optimize_schedule,1.078,0.627,82.33
948,low,2,8,interdependent,0.28,"(47, 37)","(71, 89)",199.21,3,93.44,334.88,92.73,71.03,adjust_learning_rate,0.287,0.927,65.87
949,medium,3,14,interdependent,0.18,"(4, 41)","(71, 59)",118.01,3,231.58,267.48,96.99,76.64,adjust_learning_rate,0.588,0.97,73.51
950,medium,4,13,sequential,0.49,"(17, 23)","(58, 98)",135.91,0,210.26,494.64,94.52,84.63,increase_exploration,0.629,0.945,90.53
951,medium,3,9,interdependent,0.3,"(31, 14)","(100, 89)",130.96,3,59.67,393.99,64.41,41.53,increase_exploration,0.778,0.644,70.49
952,medium,3,20,sequential,0.46,"(4, 11)","(77, 96)",139.89,2,158.58,108.11,77.19,65.03,increase_exploration,0.801,0.772,79.4
953,low,2,15,interdependent,0.25,"(18, 30)","(51, 67)",170.8,5,231.83,291.57,60.23,29.4,increase_exploration,0.29,0.602,47.6
954,low,4,18,sequential,0.49,"(34, 24)","(61, 56)",98.37,0,249.77,496.21,66.47,56.55,optimize_schedule,0.426,0.665,79.8
955,low,5,14,independent,0.55,"(0, 29)","(54, 61)",131.38,1,189.32,153.53,74.23,66.16,increase_exploration,0.478,0.742,77.11
956,high,4,19,interdependent,0.76,"(47, 16)","(99, 50)",170.44,4,278.94,119.85,74.52,52.12,adjust_learning_rate,0.365,0.745,58.0
957,medium,1,14,sequential,0.17,"(27, 37)","(85, 99)",86.9,1,198.95,415.67,74.67,61.36,optimize_schedule,0.977,0.747,88.31
958,high,3,8,independent,0.68,"(5, 12)","(86, 70)",118.23,3,179.35,382.88,86.77,64.11,adjust_learning_rate,0.843,0.868,76.91
959,low,2,17,sequential,0.11,"(24, 36)","(92, 74)",177.91,5,79.24,411.47,73.69,40.46,optimize_schedule,0.438,0.737,53.89
960,high,1,15,interdependent,0.3,"(7, 4)","(59, 56)",171.22,4,187.09,197.45,73.9,49.95,optimize_schedule,0.43,0.739,59.31
961,low,3,7,interdependent,0.27,"(4, 7)","(63, 97)",146.14,2,82.74,131.41,80.19,67.56,increase_exploration,0.736,0.802,78.62
962,high,3,9,interdependent,0.35,"(19, 28)","(76, 78)",75.47,2,257.12,277.91,99.52,83.96,optimize_schedule,1.005,0.995,88.89
963,high,1,7,interdependent,0.67,"(1, 37)","(75, 53)",60.86,1,183.93,215.16,63.86,54.56,adjust_learning_rate,1.244,0.639,91.84
964,high,3,19,sequential,0.21,"(39, 43)","(87, 85)",97.82,0,247.06,260.05,73.67,68.47,increase_exploration,0.652,0.737,86.42
965,low,5,20,independent,0.23,"(28, 48)","(92, 62)",62.42,2,140.49,134.18,71.44,58.76,increase_exploration,1.05,0.714,83.64
966,medium,3,11,independent,0.78,"(1, 0)","(72, 94)",136.9,1,294.95,364.06,63.1,50.82,optimize_schedule,0.86,0.631,83.13
967,low,3,13,sequential,0.49,"(19, 16)","(65, 96)",110.68,1,267.02,489.3,62.81,48.02,increase_exploration,0.834,0.628,82.49
968,low,1,13,independent,0.26,"(23, 36)","(65, 88)",192.38,0,259.29,243.67,94.31,89.44,adjust_learning_rate,0.347,0.943,84.22
969,low,1,9,sequential,0.47,"(38, 50)","(75, 56)",67.32,3,104.16,489.27,75.88,51.09,adjust_learning_rate,0.557,0.759,68.13
970,low,4,7,sequential,0.16,"(17, 12)","(72, 63)",51.85,5,122.35,465.73,75.66,41.35,adjust_learning_rate,1.447,0.757,76.76
971,low,1,15,sequential,0.31,"(1, 13)","(80, 50)",146.34,2,142.35,256.09,98.12,83.0,adjust_learning_rate,0.596,0.981,79.49
972,medium,2,20,sequential,0.14,"(25, 37)","(89, 64)",172.7,2,286.54,212.75,68.18,53.93,increase_exploration,0.402,0.682,68.53
973,high,3,8,interdependent,0.58,"(9, 20)","(61, 62)",137.19,1,200.92,296.11,95.57,84.65,increase_exploration,0.487,0.956,82.07
974,low,5,5,independent,0.76,"(12, 12)","(92, 55)",175.48,3,240.31,142.82,69.22,51.36,optimize_schedule,0.518,0.692,65.78
975,high,2,16,independent,0.33,"(6, 8)","(78, 65)",135.0,4,62.7,210.2,93.21,69.01,increase_exploration,0.68,0.932,69.16
976,high,3,6,interdependent,0.25,"(30, 37)","(50, 72)",93.37,2,204.31,105.81,60.54,48.42,optimize_schedule,0.432,0.605,67.49
977,medium,2,11,sequential,0.52,"(34, 31)","(73, 53)",165.63,0,211.9,431.67,85.88,77.25,adjust_learning_rate,0.27,0.859,80.64
978,medium,2,16,interdependent,0.14,"(11, 24)","(70, 61)",169.94,5,136.28,480.06,66.4,31.8,increase_exploration,0.41,0.664,51.64
979,low,4,5,sequential,0.41,"(7, 5)","(99, 86)",134.01,0,141.66,134.95,83.57,80.87,adjust_learning_rate,0.915,0.836,94.47
980,high,5,9,independent,0.7,"(8, 8)","(77, 97)",155.96,1,222.24,261.39,79.13,68.9,adjust_learning_rate,0.722,0.791,83.62
981,low,4,15,sequential,0.11,"(49, 5)","(95, 82)",82.93,3,135.96,415.3,68.31,45.0,increase_exploration,1.082,0.683,78.11
982,low,2,12,independent,0.64,"(32, 36)","(94, 94)",191.17,5,125.31,416.12,60.94,27.62,increase_exploration,0.444,0.609,51.18
983,high,2,18,sequential,0.27,"(46, 24)","(73, 75)",191.2,5,96.25,187.68,91.06,62.31,increase_exploration,0.302,0.911,54.73
984,high,5,16,interdependent,0.66,"(47, 18)","(58, 74)",155.12,2,265.41,346.0,85.52,68.6,optimize_schedule,0.368,0.855,71.62
985,high,1,6,independent,0.41,"(1, 33)","(65, 91)",64.15,2,222.06,497.22,77.37,57.43,optimize_schedule,1.346,0.774,91.56
986,low,2,18,independent,0.45,"(11, 42)","(73, 73)",182.49,3,139.67,408.55,82.89,59.72,adjust_learning_rate,0.38,0.829,65.76
987,high,5,6,independent,0.53,"(39, 16)","(84, 72)",199.8,0,198.98,458.97,86.25,77.07,optimize_schedule,0.36,0.863,82.73
988,low,5,5,interdependent,0.43,"(43, 1)","(53, 72)",192.68,3,118.35,420.53,86.54,63.13,optimize_schedule,0.372,0.865,66.38
989,high,4,19,sequential,0.17,"(34, 20)","(52, 51)",180.2,2,128.96,314.5,80.55,64.26,adjust_learning_rate,0.199,0.805,66.76
990,high,5,6,independent,0.31,"(27, 21)","(98, 65)",176.38,4,130.69,492.8,68.67,38.81,adjust_learning_rate,0.474,0.687,59.13
991,high,1,15,independent,0.66,"(18, 50)","(100, 78)",105.91,4,161.95,130.18,75.93,53.33,optimize_schedule,0.818,0.759,68.38
992,low,1,19,interdependent,0.55,"(43, 50)","(85, 56)",162.65,1,134.32,290.14,95.85,85.05,adjust_learning_rate,0.261,0.958,77.09
993,high,3,8,interdependent,0.79,"(10, 31)","(96, 71)",100.79,3,182.71,145.05,84.43,66.53,increase_exploration,0.941,0.844,78.56
994,medium,4,14,interdependent,0.29,"(25, 31)","(60, 50)",76.26,4,210.67,435.19,99.29,70.59,optimize_schedule,0.522,0.993,67.0
995,medium,5,13,interdependent,0.29,"(25, 18)","(60, 62)",95.42,1,298.01,285.1,81.99,71.29,increase_exploration,0.589,0.82,81.31
996,low,5,19,interdependent,0.77,"(19, 14)","(96, 69)",100.24,2,192.35,392.81,81.21,63.35,optimize_schedule,0.944,0.812,83.47
997,high,1,7,sequential,0.12,"(24, 12)","(53, 65)",185.94,4,124.93,241.26,86.26,61.43,increase_exploration,0.325,0.863,59.73
998,medium,2,6,independent,0.26,"(4, 5)","(92, 67)",95.28,4,240.28,438.94,61.97,33.19,adjust_learning_rate,1.13,0.62,72.22
999,high,2,13,interdependent,0.44,"(48, 1)","(74, 77)",77.04,1,73.3,462.03,79.1,64.86,adjust_learning_rate,1.043,0.791,90.76
1000,high,5,18,interdependent,0.16,"(45, 49)","(66, 93)",96.67,4,62.91,474.7,96.31,66.82,adjust_learning_rate,0.504,0.963,65.93
